"company_type","name","type","Địa chỉ","street","street2","city","zip","country_id","vat","function","phone","email","title","user_id","company_id","pricelist","property_account_payable_id","property_account_receivable_id"
"person","Vũ Thảo Dân Danh","contact","số 130, đường Trần Chương Thuận, phường Tăng Nhơn Phú B, quận Quận 9, thành phố Hồ Chí Minh","số 130, đường Trần Chương Thuận","phường Tăng Nhơn Phú B, quận Quận 9","Hồ Chí Minh","700000","84","","Chủ shop","0969955347","vuthaodandanh@gmail.com","Cô","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Nguyễn Anh Thuận Yên","contact","số 913, đường Nguyễn Loan Thái, phường 15, quận Quận 4, thành phố Hồ Chí Minh","số 913, đường Nguyễn Loan Thái","phường 15, quận Quận 4","Hồ Chí Minh","700000","84","","Chủ shop","0998948466","nguyenanhthuanyen@gmail.com","Anh","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Nguyễn Lương Kiên Lương","contact","số 699, xóm 1, thôn 2, xã Võng La, huyện Đông Anh, thành phố Hà Nội","số 699, xóm 1","thôn 2, xã Võng La, huyện Đông Anh","Hà Nội","100000","84","","Chủ shop","0998373471","nguyenluongkienluong@gmail.com","Cô","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Lý Nghĩa","contact","số 175, đường Phan Hưng Dương, phường Tam Thuận, quận Thanh Khê, thành phố Đà Nẵng","số 175, đường Phan Hưng Dương","phường Tam Thuận, quận Thanh Khê","Đà Nẵng","550000","84","","Chủ shop","0944125706","lynghia@gmail.com","Cô","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Phan Lâm","contact","số 765, xóm 8, thôn 3, xã Minh Tân, huyện Phú Xuyên, thành phố Hà Nội","số 765, xóm 8","thôn 3, xã Minh Tân, huyện Phú Xuyên","Hà Nội","100000","84","","Chủ shop","0900629200","phanlam@gmail.com","Anh","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Đỗ Nghị Vạn","contact","số 45, xóm 8, thôn 1, xã An Tiến, huyện Mỹ Đức, thành phố Hà Nội","số 45, xóm 8","thôn 1, xã An Tiến, huyện Mỹ Đức","Hà Nội","100000","84","","Chủ shop","0908878742","donghivan@gmail.com","Cô","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Lê Bạch Sương Vạn","contact","số 771, đường Trọng Lam, phường Long Bình, quận Quận 9, thành phố Hồ Chí Minh","số 771, đường Trọng Lam","phường Long Bình, quận Quận 9","Hồ Chí Minh","700000","84","","Chủ shop","0882268109","lebachsuongvan@gmail.com","Anh","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Nguyễn Chấn Kỳ","contact","số 943, xóm 2, thôn 4, xã Dương Xá, huyện Gia Lâm, thành phố Hà Nội","số 943, xóm 2","thôn 4, xã Dương Xá, huyện Gia Lâm","Hà Nội","100000","84","","Chủ shop","0960455131","nguyenchanky@gmail.com","Anh","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Lê Thúy Quân Phong","contact","số 565, hẻm 50, đường Nguyễn Cảnh Vy, phường 1, quận Quận 6, thành phố Hồ Chí Minh","số 565, hẻm 50","đường Nguyễn Cảnh Vy, phường 1, quận Quận 6","Hồ Chí Minh","700000","84","","Chủ shop","0944738200","lethuyquanphong@gmail.com","Cô","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Nguyễn Hạ","contact","số 528, đường Triệu Ðức, phường Phước Long A, quận Quận 9, thành phố Hồ Chí Minh","số 528, đường Triệu Ðức","phường Phước Long A, quận Quận 9","Hồ Chí Minh","700000","84","","Chủ shop","0919633535","nguyenha@gmail.com","Cô","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Nhan Dũng","contact","số 206, đường Lê Lam Cường, phường Trần Phú, quận Hoàng Mai, thành phố Hà Nội","số 206, đường Lê Lam Cường","phường Trần Phú, quận Hoàng Mai","Hà Nội","100000","84","","Chủ shop","0930928304","nhandung@gmail.com","Cô","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Đặng Chinh Sáng Danh","contact","số 853, đường Trần Xuyến Huyền, phường Hiệp Bình Phước, quận Thủ Đức, thành phố Hồ Chí Minh","số 853, đường Trần Xuyến Huyền","phường Hiệp Bình Phước, quận Thủ Đức","Hồ Chí Minh","700000","84","","Chủ shop","0927368438","dangchinhsangdanh@gmail.com","Anh","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Đồ Quảng Kiến","contact","số 389, đường Sái Nam Khắc, phường Tân Tạo, quận Bình Tân, thành phố Hồ Chí Minh","số 389, đường Sái Nam Khắc","phường Tân Tạo, quận Bình Tân","Hồ Chí Minh","700000","84","","Chủ shop","0907321004","doquangkien@gmail.com","Anh","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Nguyễn Bạch Nương Thế","contact","số 26, hẻm Khang Hồng, đường Bùi Hảo Mỹ, phường Bình Hưng Hòa, quận Bình Tân, thành phố Hồ Chí Minh","số 26, hẻm Khang Hồng","đường Bùi Hảo Mỹ, phường Bình Hưng Hòa, quận Bình Tân","Hồ Chí Minh","700000","84","","Chủ shop","0943398895","nguyenbachnuongthe@gmail.com","Anh","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Lê Thủy Ðạo Huyền","contact","số 911, đường Trần Sinh Yên, phường An Dương, quận Lê Chân, thành phố Hải Phòng","số 911, đường Trần Sinh Yên","phường An Dương, quận Lê Chân","Hải Phòng","180000","84","","Chủ shop","0994503609","lethuyðaohuyen@gmail.com","Anh","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Nguyễn Vương","contact","số 757, xóm Hương Dương, thôn Duy Hạ, xã An Hưng, huyện An Dương, thành phố Hải Phòng","số 757, xóm Hương Dương","thôn Duy Hạ, xã An Hưng, huyện An Dương","Hải Phòng","180000","84","","Chủ shop","0942069540","nguyenvuong@gmail.com","Cô","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Bùi Hồng","contact","số 483, đường Phan Trương Vinh, phường Tứ Liên, quận Tây Hồ, thành phố Hà Nội","số 483, đường Phan Trương Vinh","phường Tứ Liên, quận Tây Hồ","Hà Nội","100000","84","","Chủ shop","0910547228","buihong@gmail.com","Cô","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Bùi Trung Lạc","contact","số 906, xóm Tuyền Ái, thôn 2, xã Vĩnh Lộc A, huyện Bình Chánh, thành phố Hồ Chí Minh","số 906, xóm Tuyền Ái","thôn 2, xã Vĩnh Lộc A, huyện Bình Chánh","Hồ Chí Minh","700000","84","","Chủ shop","0964448999","buitrunglac@gmail.com","Anh","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Hoàng Tiến","contact","số 325, đường Nguyễn Nghĩa Duy, phường 9, quận Quận 8, thành phố Hồ Chí Minh","số 325, đường Nguyễn Nghĩa Duy","phường 9, quận Quận 8","Hồ Chí Minh","700000","84","","Chủ shop","0991661595","hoangtien@gmail.com","Anh","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Nguyễn Luận Khanh Khải","contact","số 567, xóm 4, thôn 8, xã Kiêu Kỵ, huyện Gia Lâm, thành phố Hà Nội","số 567, xóm 4","thôn 8, xã Kiêu Kỵ, huyện Gia Lâm","Hà Nội","100000","84","","Chủ shop","0957724325","nguyenluankhanhkhai@gmail.com","Cô","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Sử Thư Thủy","contact","số 860, đường Ma Kiều Ðắc, phường 12, quận Quận 4, thành phố Hồ Chí Minh","số 860, đường Ma Kiều Ðắc","phường 12, quận Quận 4","Hồ Chí Minh","700000","84","","Chủ shop","0920423545","suthuthuy@gmail.com","Cô","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Phan Văn","contact","số 888, xóm Hiếu Ân, thôn 6, xã Trạch Mỹ Lộc, huyện Phúc Thọ, thành phố Hà Nội","số 888, xóm Hiếu Ân","thôn 6, xã Trạch Mỹ Lộc, huyện Phúc Thọ","Hà Nội","100000","84","","Chủ shop","0997525560","phanvan@gmail.com","Anh","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Đỗ Hoa","contact","số 336, hẻm 60, đường Huỳnh Thịnh Lưu, phường Nhân Chính, quận Thanh Xuân, thành phố Hà Nội","số 336, hẻm 60","đường Huỳnh Thịnh Lưu, phường Nhân Chính, quận Thanh Xuân","Hà Nội","100000","84","","Chủ shop","0997496347","dohoa@gmail.com","Cô","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Nguyễn Hòa Hà","contact","số 934, đường Nguyễn Dung Bảo, phường 15, quận Bình Thạnh, thành phố Hồ Chí Minh","số 934, đường Nguyễn Dung Bảo","phường 15, quận Bình Thạnh","Hồ Chí Minh","700000","84","","Chủ shop","0873930065","nguyenhoaha@gmail.com","Cô","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Phạm Hoài Nguyên","contact","số 838, đường Nguyễn Siêu Vạn, phường Bình Trị Đông, quận Bình Tân, thành phố Hồ Chí Minh","số 838, đường Nguyễn Siêu Vạn","phường Bình Trị Đông, quận Bình Tân","Hồ Chí Minh","700000","84","","Chủ shop","0937316281","phamhoainguyen@gmail.com","Cô","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Thi Xuyến Chiêu","contact","số 349, xóm 5, thôn Mạnh Thịnh, xã Hạ Bằng, huyện Thạch Thất, thành phố Hà Nội","số 349, xóm 5","thôn Mạnh Thịnh, xã Hạ Bằng, huyện Thạch Thất","Hà Nội","100000","84","","Chủ shop","0960506737","thixuyenchieu@gmail.com","Cô","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Hà Hiển Yên","contact","số 156, đường Đặng Uyên An, phường Hòa Hiệp Nam, quận Liên Chiểu, thành phố Đà Nẵng","số 156, đường Đặng Uyên An","phường Hòa Hiệp Nam, quận Liên Chiểu","Đà Nẵng","550000","84","","Chủ shop","0906069604","hahienyen@gmail.com","Cô","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Nguyễn Thiệu","contact","số 244, hẻm 37, đường Trọng Hiệp, phường Nam Hải, quận Hải An, thành phố Hải Phòng","số 244, hẻm 37","đường Trọng Hiệp, phường Nam Hải, quận Hải An","Hải Phòng","180000","84","","Chủ shop","0890169296","nguyenthieu@gmail.com","Anh","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Phạm Phi Vĩnh Hảo","contact","số 138, đường Phong Tân, phường Trường Thạnh, quận Quận 9, thành phố Hồ Chí Minh","số 138, đường Phong Tân","phường Trường Thạnh, quận Quận 9","Hồ Chí Minh","700000","84","","Chủ shop","0982038649","phamphivinhhao@gmail.com","Cô","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Trần Lương","contact","số 40, xóm 8, thôn 3, xã Thạnh Quới, huyện Vĩnh Thạnh, thành phố Cần Thơ","số 40, xóm 8","thôn 3, xã Thạnh Quới, huyện Vĩnh Thạnh","Cần Thơ","900000","84","","Chủ shop","0998680592","tranluong@gmail.com","Anh","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Vũ Ngạn Phát Vy","contact","số 97, xóm 4, thôn Hạ Thạch, xã Trung Mầu, huyện Gia Lâm, thành phố Hà Nội","số 97, xóm 4","thôn Hạ Thạch, xã Trung Mầu, huyện Gia Lâm","Hà Nội","100000","84","","Chủ shop","0976866925","vunganphatvy@gmail.com","Cô","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Trần Ðài Duệ Ðinh","contact","số 791, xóm 5, thôn Khải Việt, xã Phú Hòa Đông, huyện Củ Chi, thành phố Hồ Chí Minh","số 791, xóm 5","thôn Khải Việt, xã Phú Hòa Đông, huyện Củ Chi","Hồ Chí Minh","700000","84","","Chủ shop","0998647934","tranðaidueðinh@gmail.com","Anh","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Nguyễn Ðan Nhiên Thăng","contact","số 224, đường Phạm Nữ Diễm, phường Trần Thành Ngọ, quận Kiến An, thành phố Hải Phòng","số 224, đường Phạm Nữ Diễm","phường Trần Thành Ngọ, quận Kiến An","Hải Phòng","180000","84","","Chủ shop","0890223586","nguyenðannhienthang@gmail.com","Anh","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Nguyễn Hùng Ly","contact","số 725, xóm 2, thôn 1, xã Kim Nỗ, huyện Đông Anh, thành phố Hà Nội","số 725, xóm 2","thôn 1, xã Kim Nỗ, huyện Đông Anh","Hà Nội","100000","84","","Chủ shop","0993352361","nguyenhungly@gmail.com","Cô","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Lê Trang","contact","số 667, đường Hoàng Triết Tâm, phường Tăng Nhơn Phú B, quận Quận 9, thành phố Hồ Chí Minh","số 667, đường Hoàng Triết Tâm","phường Tăng Nhơn Phú B, quận Quận 9","Hồ Chí Minh","700000","84","","Chủ shop","0945308893","letrang@gmail.com","Anh","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Ngô Ngân Sa Nam","contact","số 393, hẻm Ðường Hạo, đường Nguyễn Thịnh Hương, phường 2, quận Quận 5, thành phố Hồ Chí Minh","số 393, hẻm Ðường Hạo","đường Nguyễn Thịnh Hương, phường 2, quận Quận 5","Hồ Chí Minh","700000","84","","Chủ shop","0996648844","ngongansanam@gmail.com","Anh","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Nguyễn Phúc Chinh Thống","contact","số 841, đường Hoàng Liêm Nguyên, phường 13, quận Quận 6, thành phố Hồ Chí Minh","số 841, đường Hoàng Liêm Nguyên","phường 13, quận Quận 6","Hồ Chí Minh","700000","84","","Chủ shop","0926148871","nguyenphucchinhthong@gmail.com","Anh","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Huỳnh Dụng Thi Phước","contact","số 385, xóm 8, thôn 6, xã Yên Viên, huyện Gia Lâm, thành phố Hà Nội","số 385, xóm 8","thôn 6, xã Yên Viên, huyện Gia Lâm","Hà Nội","100000","84","","Chủ shop","0916044588","huynhdungthiphuoc@gmail.com","Anh","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Vũ Toàn","contact","số 153, đường Nguyễn Lộc Ánh, phường Hòa Hiệp Nam, quận Liên Chiểu, thành phố Đà Nẵng","số 153, đường Nguyễn Lộc Ánh","phường Hòa Hiệp Nam, quận Liên Chiểu","Đà Nẵng","550000","84","","Chủ shop","0997973245","vutoan@gmail.com","Anh","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Huỳnh Nguyên","contact","số 3, đường Tinh Thạc Khởi, phường Hòa Khánh Nam, quận Liên Chiểu, thành phố Đà Nẵng","số 3, đường Tinh Thạc Khởi","phường Hòa Khánh Nam, quận Liên Chiểu","Đà Nẵng","550000","84","","Chủ shop","0925516625","huynhnguyen@gmail.com","Anh","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Lê Vĩnh Long Thương","contact","số 529, xóm 1, thôn 7, xã Vân Tảo, huyện Thường Tín, thành phố Hà Nội","số 529, xóm 1","thôn 7, xã Vân Tảo, huyện Thường Tín","Hà Nội","100000","84","","Chủ shop","0967560064","levinhlongthuong@gmail.com","Anh","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Hứa Khúc","contact","số 57, hẻm 30, đường Nguyễn Hãn Thiên, phường 3, quận Quận 5, thành phố Hồ Chí Minh","số 57, hẻm 30","đường Nguyễn Hãn Thiên, phường 3, quận Quận 5","Hồ Chí Minh","700000","84","","Chủ shop","0938225788","huakhuc@gmail.com","Anh","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Trần Ngà Hãn Vân","contact","số 513, đường Tiếp Nga Ðạt, thị trấn Củ Chi, huyện Củ Chi, thành phố Hồ Chí Minh","số 513, đường Tiếp Nga Ðạt","thị trấn Củ Chi, huyện Củ Chi","Hồ Chí Minh","700000","84","","Chủ shop","0991116211","tranngahanvan@gmail.com","Cô","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
