"company_type","name","type","Địa chỉ","street","street2","city","zip","country_id","vat","function","phone","email","title","user_id","company_id","pricelist","property_account_payable_id","property_account_receivable_id"
"person","Nguyễn Chấn Hưng Trung","contact","số 828, xóm 8, thôn 2, xã Ngọc Mỹ, huyện Quốc Oai, thành phố Hà Nội","số 828, xóm 8","thôn 2, xã Ngọc Mỹ, huyện Quốc Oai","Hà Nội","100000","84","","Chủ shop","0916008073","nguyenchanhungtrung@gmail.com","Cô","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Lê Mai","contact","số 164, đường Trần Huy Thiếu, phường 7, quận Gò Vấp, thành phố Hồ Chí Minh","số 164, đường Trần Huy Thiếu","phường 7, quận Gò Vấp","Hồ Chí Minh","700000","84","","Chủ shop","0883036794","lemai@gmail.com","Cô","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Võ Quỳnh","contact","số 137, xóm Khanh Văn, thôn Triệu Dạ, xã Tốt Động, huyện Chương Mỹ, thành phố Hà Nội","số 137, xóm Khanh Văn","thôn Triệu Dạ, xã Tốt Động, huyện Chương Mỹ","Hà Nội","100000","84","","Chủ shop","0916221463","voquynh@gmail.com","Anh","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Nguyễn Nhật Hòa","contact","số 885, xóm 9, thôn 4, xã Mai Đình, huyện Sóc Sơn, thành phố Hà Nội","số 885, xóm 9","thôn 4, xã Mai Đình, huyện Sóc Sơn","Hà Nội","100000","84","","Chủ shop","0934388642","nguyennhathoa@gmail.com","Cô","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Nguyễn Sơn","contact","số 256, xóm Thúy Bách, thôn 10, xã Hòa Bắc, huyện Hòa Vang, thành phố Đà Nẵng","số 256, xóm Thúy Bách","thôn 10, xã Hòa Bắc, huyện Hòa Vang","Đà Nẵng","550000","84","","Chủ shop","0894078408","nguyenson@gmail.com","Cô","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Nguyễn Huy Nhiên Thái","contact","số 517, đường Ðịnh Vương, phường Trung Văn, quận Nam Từ Liêm, thành phố Hà Nội","số 517, đường Ðịnh Vương","phường Trung Văn, quận Nam Từ Liêm","Hà Nội","100000","84","","Chủ shop","0975110196","nguyenhuynhienthai@gmail.com","Anh","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Nguyễn Ngân","contact","số 213, xóm 3, thôn 1, xã Văn Khê, huyện Mê Linh, thành phố Hà Nội","số 213, xóm 3","thôn 1, xã Văn Khê, huyện Mê Linh","Hà Nội","100000","84","","Chủ shop","0985313968","nguyenngan@gmail.com","Anh","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Bùi Thi Lương Tiến","contact","số 973, đường Hoàng Cầm Ái, phường 14, quận Tân Bình, thành phố Hồ Chí Minh","số 973, đường Hoàng Cầm Ái","phường 14, quận Tân Bình","Hồ Chí Minh","700000","84","","Chủ shop","0992292822","buithiluongtien@gmail.com","Anh","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Lê Dương Thy","contact","số 612, xóm Viên Thiếu, thôn 10, xã Trường Xuân B, huyện Thới Lai, thành phố Cần Thơ","số 612, xóm Viên Thiếu","thôn 10, xã Trường Xuân B, huyện Thới Lai","Cần Thơ","900000","84","","Chủ shop","0958200564","leduongthy@gmail.com","Anh","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Lê Lễ Ðiệp Bội","contact","số 930, xóm 7, thôn 4, xã An Nhơn Tây, huyện Củ Chi, thành phố Hồ Chí Minh","số 930, xóm 7","thôn 4, xã An Nhơn Tây, huyện Củ Chi","Hồ Chí Minh","700000","84","","Chủ shop","0939920654","leleðiepboi@gmail.com","Anh","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Nguyễn Liễu Kiết","contact","số 318, xóm Liên Khôi, thôn 9, xã Tứ Hiệp, huyện Thanh Trì, thành phố Hà Nội","số 318, xóm Liên Khôi","thôn 9, xã Tứ Hiệp, huyện Thanh Trì","Hà Nội","100000","84","","Chủ shop","0990323352","nguyenlieukiet@gmail.com","Cô","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Ao Viên Trúc","contact","số 566, đường Lê Liên Hoàn, phường Tân Hưng, quận Quận 7, thành phố Hồ Chí Minh","số 566, đường Lê Liên Hoàn","phường Tân Hưng, quận Quận 7","Hồ Chí Minh","700000","84","","Chủ shop","0962478505","aovientruc@gmail.com","Cô","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Võ Thu Hoán Duyên","contact","số 451, hẻm Dương Lam, đường Trần Lai Lập, phường 1, quận Bình Thạnh, thành phố Hồ Chí Minh","số 451, hẻm Dương Lam","đường Trần Lai Lập, phường 1, quận Bình Thạnh","Hồ Chí Minh","700000","84","","Chủ shop","0954007707","vothuhoanduyen@gmail.com","Anh","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Lê Huệ","contact","số 32, hẻm 24, đường Huỳnh Nữ Khôi, phường Phúc Diễn, quận Bắc Từ Liêm, thành phố Hà Nội","số 32, hẻm 24","đường Huỳnh Nữ Khôi, phường Phúc Diễn, quận Bắc Từ Liêm","Hà Nội","100000","84","","Chủ shop","0883404887","lehue@gmail.com","Anh","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Danh Ðình Từ Tịnh","contact","số 574, đường Đan Luận Sương, phường An Cư, quận Ninh Kiều, thành phố Cần Thơ","số 574, đường Đan Luận Sương","phường An Cư, quận Ninh Kiều","Cần Thơ","900000","84","","Chủ shop","0873399769","danhðinhtutinh@gmail.com","Cô","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Trần Thiên","contact","số 871, xóm Di Hiểu, thôn 10, xã An Hòa, huyện An Dương, thành phố Hải Phòng","số 871, xóm Di Hiểu","thôn 10, xã An Hòa, huyện An Dương","Hải Phòng","180000","84","","Chủ shop","0926743991","tranthien@gmail.com","Anh","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Lê Duệ Thiên","contact","số 794, xóm 5, thôn 2, xã Tân Thạnh Tây, huyện Củ Chi, thành phố Hồ Chí Minh","số 794, xóm 5","thôn 2, xã Tân Thạnh Tây, huyện Củ Chi","Hồ Chí Minh","700000","84","","Chủ shop","0907145851","leduethien@gmail.com","Cô","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Huỳnh Phụng","contact","số 18, đường Phan Chuyên Vạn, phường Trung Nhứt, quận Thốt Nốt, thành phố Cần Thơ","số 18, đường Phan Chuyên Vạn","phường Trung Nhứt, quận Thốt Nốt","Cần Thơ","900000","84","","Chủ shop","0973759127","huynhphung@gmail.com","Cô","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Nguyễn Tiên Thủy Khải","contact","số 174, hẻm Việt Lâm, đường Mạnh Thiên, phường An Cư, quận Ninh Kiều, thành phố Cần Thơ","số 174, hẻm Việt Lâm","đường Mạnh Thiên, phường An Cư, quận Ninh Kiều","Cần Thơ","900000","84","","Chủ shop","0980149883","nguyentienthuykhai@gmail.com","Cô","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Nguyễn Trí Phúc Chí","contact","số 883, đường Phan Luân Ðoan, thị trấn Hóc Môn, huyện Hóc Môn, thành phố Hồ Chí Minh","số 883, đường Phan Luân Ðoan","thị trấn Hóc Môn, huyện Hóc Môn","Hồ Chí Minh","700000","84","","Chủ shop","0969920714","nguyentriphucchi@gmail.com","Anh","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Nguyễn Phong Loan","contact","số 658, đường Võ Nhi Kỳ, phường 3, quận Quận 6, thành phố Hồ Chí Minh","số 658, đường Võ Nhi Kỳ","phường 3, quận Quận 6","Hồ Chí Minh","700000","84","","Chủ shop","0947043375","nguyenphongloan@gmail.com","Anh","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Kiểu Vương Huấn Ban","contact","số 887, đường Hòa Hoài, phường Vĩnh Tuy, quận Hai Bà Trưng, thành phố Hà Nội","số 887, đường Hòa Hoài","phường Vĩnh Tuy, quận Hai Bà Trưng","Hà Nội","100000","84","","Chủ shop","0990696395","kieuvuonghuanban@gmail.com","Anh","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Phan Vượng Diệp Khôi","contact","số 900, xóm 9, thôn 2, xã Vân Hà, huyện Phúc Thọ, thành phố Hà Nội","số 900, xóm 9","thôn 2, xã Vân Hà, huyện Phúc Thọ","Hà Nội","100000","84","","Chủ shop","0901599375","phanvuongdiepkhoi@gmail.com","Cô","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Xa Hoa Tài Quỳnh","contact","số 275, xóm 1, thôn 3, xã Tiên Phong, huyện Ba Vì, thành phố Hà Nội","số 275, xóm 1","thôn 3, xã Tiên Phong, huyện Ba Vì","Hà Nội","100000","84","","Chủ shop","0962853310","xahoataiquynh@gmail.com","Cô","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Đặng Linh Nhật","contact","số 438, đường Ðông Tuyết, phường Bưởi, quận Tây Hồ, thành phố Hà Nội","số 438, đường Ðông Tuyết","phường Bưởi, quận Tây Hồ","Hà Nội","100000","84","","Chủ shop","0996918691","danglinhnhat@gmail.com","Cô","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Đặng Mỹ Hạ Duyên","contact","số 946, đường Trần Quỳnh Nguyệt, phường Tân Thành, quận Tân Phú, thành phố Hồ Chí Minh","số 946, đường Trần Quỳnh Nguyệt","phường Tân Thành, quận Tân Phú","Hồ Chí Minh","700000","84","","Chủ shop","0943895631","dangmyhaduyen@gmail.com","Anh","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Đặng Bội","contact","số 378, xóm 3, thôn Liêm Thùy, xã Vĩnh Quỳnh, huyện Thanh Trì, thành phố Hà Nội","số 378, xóm 3","thôn Liêm Thùy, xã Vĩnh Quỳnh, huyện Thanh Trì","Hà Nội","100000","84","","Chủ shop","0934730282","dangboi@gmail.com","Cô","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Vũ Quỳnh Thục Trọng","contact","số 68, xóm 1, thôn Chuyên Nhật, xã Bắc Hưng, huyện Tiên Lãng, thành phố Hải Phòng","số 68, xóm 1","thôn Chuyên Nhật, xã Bắc Hưng, huyện Tiên Lãng","Hải Phòng","180000","84","","Chủ shop","0909398150","vuquynhthuctrong@gmail.com","Cô","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Hi Nữ Toản Thúy","contact","số 193, hẻm 95, đường Nguyễn Thịnh Loan, phường Đại Mỗ, quận Nam Từ Liêm, thành phố Hà Nội","số 193, hẻm 95","đường Nguyễn Thịnh Loan, phường Đại Mỗ, quận Nam Từ Liêm","Hà Nội","100000","84","","Chủ shop","0968795958","hinutoanthuy@gmail.com","Cô","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Nguyễn Công Bửu Chính","contact","số 913, xóm 10, thôn 1, xã Tân Ước, huyện Thanh Oai, thành phố Hà Nội","số 913, xóm 10","thôn 1, xã Tân Ước, huyện Thanh Oai","Hà Nội","100000","84","","Chủ shop","0992500543","nguyencongbuuchinh@gmail.com","Anh","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Huỳnh Chấn Ban","contact","số 239, đường Ngô Trường Quảng, phường Thốt Nốt, quận Thốt Nốt, thành phố Cần Thơ","số 239, đường Ngô Trường Quảng","phường Thốt Nốt, quận Thốt Nốt","Cần Thơ","900000","84","","Chủ shop","0930431133","huynhchanban@gmail.com","Anh","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Lê Khuê Ðạo Hưng","contact","số 126, xóm 5, thôn Thịnh Chiêu, xã Châu Can, huyện Phú Xuyên, thành phố Hà Nội","số 126, xóm 5","thôn Thịnh Chiêu, xã Châu Can, huyện Phú Xuyên","Hà Nội","100000","84","","Chủ shop","0921240487","lekhueðaohung@gmail.com","Cô","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Lê Hồng Cúc Tú","contact","số 719, hẻm 60, đường Phan Thủy Kiên, phường Vạn Mỹ, quận Ngô Quyền, thành phố Hải Phòng","số 719, hẻm 60","đường Phan Thủy Kiên, phường Vạn Mỹ, quận Ngô Quyền","Hải Phòng","180000","84","","Chủ shop","0972686470","lehongcuctu@gmail.com","Cô","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Nguyễn Từ Trọng Sương","contact","số 575, đường Biện Mi Hạnh, phường Thới An, quận Quận 12, thành phố Hồ Chí Minh","số 575, đường Biện Mi Hạnh","phường Thới An, quận Quận 12","Hồ Chí Minh","700000","84","","Chủ shop","0995021476","nguyentutrongsuong@gmail.com","Anh","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Nguyễn Long","contact","số 387, hẻm 96, đường Nguyễn Kha Hoa, phường Hàng Bồ, quận Hoàn Kiếm, thành phố Hà Nội","số 387, hẻm 96","đường Nguyễn Kha Hoa, phường Hàng Bồ, quận Hoàn Kiếm","Hà Nội","100000","84","","Chủ shop","0943504254","nguyenlong@gmail.com","Anh","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Phạm Bá","contact","số 135, đường Ngô Trúc Hoàng, phường An Hải Tây, quận Sơn Trà, thành phố Đà Nẵng","số 135, đường Ngô Trúc Hoàng","phường An Hải Tây, quận Sơn Trà","Đà Nẵng","550000","84","","Chủ shop","0880365732","phamba@gmail.com","Cô","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Nguyễn Hào Kỳ","contact","số 108, đường Lê Đan Tôn, phường Lạc Viên, quận Ngô Quyền, thành phố Hải Phòng","số 108, đường Lê Đan Tôn","phường Lạc Viên, quận Ngô Quyền","Hải Phòng","180000","84","","Chủ shop","0963059560","nguyenhaoky@gmail.com","Anh","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Hi Kiên","contact","số 37, hẻm 46, đường Võ Tấn Phương, phường 13, quận Phú Nhuận, thành phố Hồ Chí Minh","số 37, hẻm 46","đường Võ Tấn Phương, phường 13, quận Phú Nhuận","Hồ Chí Minh","700000","84","","Chủ shop","0974000761","hikien@gmail.com","Cô","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Lê Hồng","contact","số 450, hẻm 20, đường Phú Thuận, phường 17, quận Gò Vấp, thành phố Hồ Chí Minh","số 450, hẻm 20","đường Phú Thuận, phường 17, quận Gò Vấp","Hồ Chí Minh","700000","84","","Chủ shop","0899185576","lehong@gmail.com","Cô","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Nguyễn Cơ Nghiêm Như","contact","số 838, xóm Sỹ Phúc, thôn 9, xã Nhị Bình, huyện Hóc Môn, thành phố Hồ Chí Minh","số 838, xóm Sỹ Phúc","thôn 9, xã Nhị Bình, huyện Hóc Môn","Hồ Chí Minh","700000","84","","Chủ shop","0938675571","nguyenconghiemnhu@gmail.com","Cô","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Nguyễn Tín Thoa Hà","contact","số 250, hẻm 14, đường Hoàng Tú Quyết, phường An Phú Đông, quận Quận 12, thành phố Hồ Chí Minh","số 250, hẻm 14","đường Hoàng Tú Quyết, phường An Phú Đông, quận Quận 12","Hồ Chí Minh","700000","84","","Chủ shop","0968238593","nguyentinthoaha@gmail.com","Anh","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Nguyễn Hồng","contact","số 768, hẻm 83, đường Bảo Tuyến Uyển, phường Bình Thuận, quận Quận 7, thành phố Hồ Chí Minh","số 768, hẻm 83","đường Bảo Tuyến Uyển, phường Bình Thuận, quận Quận 7","Hồ Chí Minh","700000","84","","Chủ shop","0919681730","nguyenhong@gmail.com","Anh","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Hoàng Di Hiểu","contact","số 774, xóm 3, thôn Hoàn Duyên, xã Bát Tràng, huyện Gia Lâm, thành phố Hà Nội","số 774, xóm 3","thôn Hoàn Duyên, xã Bát Tràng, huyện Gia Lâm","Hà Nội","100000","84","","Chủ shop","0980574788","hoangdihieu@gmail.com","Anh","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Nguyễn Tuệ","contact","số 86, xóm Phương Uy, thôn 3, xã Mỹ Đồng, huyện Thủy Nguyên, thành phố Hải Phòng","số 86, xóm Phương Uy","thôn 3, xã Mỹ Đồng, huyện Thủy Nguyên","Hải Phòng","180000","84","","Chủ shop","0943458770","nguyentue@gmail.com","Cô","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Phan Ân","contact","số 976, đường Nguyễn Cảnh Thiện, phường Bình Thuận, quận Quận 7, thành phố Hồ Chí Minh","số 976, đường Nguyễn Cảnh Thiện","phường Bình Thuận, quận Quận 7","Hồ Chí Minh","700000","84","","Chủ shop","0891968025","phanan@gmail.com","Cô","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Nguyễn Lan Uy","contact","số 17, hẻm 60, đường Nguyễn Ðan San, phường Tân Mai, quận Hoàng Mai, thành phố Hà Nội","số 17, hẻm 60","đường Nguyễn Ðan San, phường Tân Mai, quận Hoàng Mai","Hà Nội","100000","84","","Chủ shop","0932647529","nguyenlanuy@gmail.com","Anh","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Hoàng Ðoan Ðại Từ","contact","số 998, xóm 4, thôn 7, xã Tráng Việt, huyện Mê Linh, thành phố Hà Nội","số 998, xóm 4","thôn 7, xã Tráng Việt, huyện Mê Linh","Hà Nội","100000","84","","Chủ shop","0907895770","hoangðoanðaitu@gmail.com","Cô","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Nguyễn Kiên","contact","số 236, hẻm Quân Lạc, đường Nguyễn Thạch Chí, phường Thanh Xuân Bắc, quận Thanh Xuân, thành phố Hà Nội","số 236, hẻm Quân Lạc","đường Nguyễn Thạch Chí, phường Thanh Xuân Bắc, quận Thanh Xuân","Hà Nội","100000","84","","Chủ shop","0936500309","nguyenkien@gmail.com","Cô","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
