"company_type","name","type","dia_chi","street","street2","city","zip","country_id","vat","function","phone","email","title","user_id","company_id","pricelist","property_account_payable_id","property_account_receivable_id"
"person","Trần Hà","contact","số 812, đường Nguyễn Lan Lưu, phường Dịch Vọng, quận Cầu Giấy, thành phố Hà Nội","số 812, đường Nguyễn Lan Lưu","phường Dịch Vọng, quận Cầu Giấy","Hà Nội","100000","84","","Chủ shop","0929135773","tranha@gmail.com","Anh","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Lê Nghi Lan","contact","số 816, đường Loan Đức, phường Thới Thuận, quận Thốt Nốt, thành phố Cần Thơ","số 816, đường Loan Đức","phường Thới Thuận, quận Thốt Nốt","Cần Thơ","900000","84","","Chủ shop","0993412852","lenghilan@gmail.com","Anh","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Lý Trâm Ðức","contact","số 698, xóm Oanh Hoa, thôn 8, xã Phú Cường, huyện Sóc Sơn, thành phố Hà Nội","số 698, xóm Oanh Hoa","thôn 8, xã Phú Cường, huyện Sóc Sơn","Hà Nội","100000","84","","Chủ shop","0957523541","lytramðuc@gmail.com","Chị","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Nguyễn Ðan Cương Bình","contact","số 506, đường Nguyễn Tân Diệp, phường Tân Thới Hòa, quận Tân Phú, thành phố Hồ Chí Minh","số 506, đường Nguyễn Tân Diệp","phường Tân Thới Hòa, quận Tân Phú","Hồ Chí Minh","700000","84","","Chủ shop","0894966644","nguyenðancuongbinh@gmail.com","Chị","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Trần Xuân Lạc","contact","số 91, đường Huỳnh Chấn Thái, phường Bình Trị Đông B, quận Bình Tân, thành phố Hồ Chí Minh","số 91, đường Huỳnh Chấn Thái","phường Bình Trị Đông B, quận Bình Tân","Hồ Chí Minh","700000","84","","Chủ shop","0934488074","tranxuanlac@gmail.com","Anh","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Nguyễn Ðiệp Thọ Bá","contact","số 249, hẻm Diệp Vạn, đường Nguyễn Hải Băng, phường Thịnh Quang, quận Đống Đa, thành phố Hà Nội","số 249, hẻm Diệp Vạn","đường Nguyễn Hải Băng, phường Thịnh Quang, quận Đống Đa","Hà Nội","100000","84","","Chủ shop","0933548709","nguyenðiepthoba@gmail.com","Chị","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Phạm Trọng Trân","contact","số 990, đường Nguyễn Khuê Ân, phường Dịch Vọng Hậu, quận Cầu Giấy, thành phố Hà Nội","số 990, đường Nguyễn Khuê Ân","phường Dịch Vọng Hậu, quận Cầu Giấy","Hà Nội","100000","84","","Chủ shop","0924157267","phamtrongtran@gmail.com","Anh","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Trần Luận Thu","contact","số 198, đường Đan Trác Giang, phường 16, quận Quận 8, thành phố Hồ Chí Minh","số 198, đường Đan Trác Giang","phường 16, quận Quận 8","Hồ Chí Minh","700000","84","","Chủ shop","0993065665","tranluanthu@gmail.com","Chị","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Huỳnh Vân Trường","contact","số 391, đường Khuất Nhân Trí, phường Hoàng Văn Thụ, quận Hoàng Mai, thành phố Hà Nội","số 391, đường Khuất Nhân Trí","phường Hoàng Văn Thụ, quận Hoàng Mai","Hà Nội","100000","84","","Chủ shop","0996790247","huynhvantruong@gmail.com","Anh","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Nguyễn Vân Đại Thy","contact","số 690, hẻm 84, đường Nguyễn Lợi Tú, phường Dư Hàng, quận Lê Chân, thành phố Hải Phòng","số 690, hẻm 84","đường Nguyễn Lợi Tú, phường Dư Hàng, quận Lê Chân","Hải Phòng","180000","84","","Chủ shop","0956311718","nguyenvandaithy@gmail.com","Chị","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Nguyễn Mi Bắc Quế","contact","số 309, đường Hiển Huy, phường Bình Thọ, quận Thủ Đức, thành phố Hồ Chí Minh","số 309, đường Hiển Huy","phường Bình Thọ, quận Thủ Đức","Hồ Chí Minh","700000","84","","Chủ shop","0917320621","nguyenmibacque@gmail.com","Chị","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Lê Lân Khanh Dạ","contact","số 908, đường Phạm Yến Mỹ, phường Bình Trị Đông A, quận Bình Tân, thành phố Hồ Chí Minh","số 908, đường Phạm Yến Mỹ","phường Bình Trị Đông A, quận Bình Tân","Hồ Chí Minh","700000","84","","Chủ shop","0991531503","lelankhanhda@gmail.com","Anh","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Trần Trường Băng","contact","số 816, đường Nguyễn Sương Mỹ, phường Lam Sơn, quận Lê Chân, thành phố Hải Phòng","số 816, đường Nguyễn Sương Mỹ","phường Lam Sơn, quận Lê Chân","Hải Phòng","180000","84","","Chủ shop","0992891868","trantruongbang@gmail.com","Anh","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Võ Chi","contact","số 52, đường Nguyễn Thụy Tuyết, phường Việt Hưng, quận Long Biên, thành phố Hà Nội","số 52, đường Nguyễn Thụy Tuyết","phường Việt Hưng, quận Long Biên","Hà Nội","100000","84","","Chủ shop","0914794007","vochi@gmail.com","Anh","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Lê Diễm","contact","số 653, đường Kim Trung, phường Sơn Kỳ, quận Tân Phú, thành phố Hồ Chí Minh","số 653, đường Kim Trung","phường Sơn Kỳ, quận Tân Phú","Hồ Chí Minh","700000","84","","Chủ shop","0938510527","lediem@gmail.com","Anh","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Nguyễn Anh Lợi Thế","contact","số 361, xóm 10, thôn Bạch Thu, xã Nam Triều, huyện Phú Xuyên, thành phố Hà Nội","số 361, xóm 10","thôn Bạch Thu, xã Nam Triều, huyện Phú Xuyên","Hà Nội","100000","84","","Chủ shop","0937739094","nguyenanhloithe@gmail.com","Chị","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Nguyễn Thường","contact","số 119, đường Trần Tấn Linh, phường Ba Láng, quận Cái Răng, thành phố Cần Thơ","số 119, đường Trần Tấn Linh","phường Ba Láng, quận Cái Răng","Cần Thơ","900000","84","","Chủ shop","0921143683","nguyenthuong@gmail.com","Chị","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Ngô Nhã Vượng Nguyệt","contact","số 127, hẻm Trọng Bá, đường Bùi Phương Hương, phường Phú Trung, quận Tân Phú, thành phố Hồ Chí Minh","số 127, hẻm Trọng Bá","đường Bùi Phương Hương, phường Phú Trung, quận Tân Phú","Hồ Chí Minh","700000","84","","Chủ shop","0902688773","ngonhavuongnguyet@gmail.com","Chị","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Nguyễn Kiều","contact","số 447, hẻm 11, đường Lê Viên Cường, phường Bình An, quận Quận 2, thành phố Hồ Chí Minh","số 447, hẻm 11","đường Lê Viên Cường, phường Bình An, quận Quận 2","Hồ Chí Minh","700000","84","","Chủ shop","0898960348","nguyenkieu@gmail.com","Anh","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Trần Nghi Huệ Thục","contact","số 262, đường Nghĩa Kim, phường Yên Hòa, quận Cầu Giấy, thành phố Hà Nội","số 262, đường Nghĩa Kim","phường Yên Hòa, quận Cầu Giấy","Hà Nội","100000","84","","Chủ shop","0868642368","trannghihuethuc@gmail.com","Anh","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Lê Khánh","contact","số 616, đường Nhân Duy, phường Hải Sơn, quận Đồ Sơn, thành phố Hải Phòng","số 616, đường Nhân Duy","phường Hải Sơn, quận Đồ Sơn","Hải Phòng","180000","84","","Chủ shop","0935526790","lekhanh@gmail.com","Anh","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Nguyễn Lệ","contact","số 550, đường Lê Thụy Trường, phường 7, quận Quận 3, thành phố Hồ Chí Minh","số 550, đường Lê Thụy Trường","phường 7, quận Quận 3","Hồ Chí Minh","700000","84","","Chủ shop","0961487378","nguyenle@gmail.com","Anh","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Nguyễn Ðan","contact","số 567, xóm Thanh Thiếu, thôn 7, xã Bát Tràng, huyện Gia Lâm, thành phố Hà Nội","số 567, xóm Thanh Thiếu","thôn 7, xã Bát Tràng, huyện Gia Lâm","Hà Nội","100000","84","","Chủ shop","0894280533","nguyenðan@gmail.com","Chị","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Cảnh Chấn Hồ","contact","số 502, xóm Thơ Quốc, thôn Bình Kiên, xã Văn Khê, huyện Mê Linh, thành phố Hà Nội","số 502, xóm Thơ Quốc","thôn Bình Kiên, xã Văn Khê, huyện Mê Linh","Hà Nội","100000","84","","Chủ shop","0992724327","canhchanho@gmail.com","Anh","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Vũ Trinh Nhất","contact","số 616, hẻm Thái Thế, đường Trụ Khôi, phường Chương Dương, quận Hoàn Kiếm, thành phố Hà Nội","số 616, hẻm Thái Thế","đường Trụ Khôi, phường Chương Dương, quận Hoàn Kiếm","Hà Nội","100000","84","","Chủ shop","0943263487","vutrinhnhat@gmail.com","Anh","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Phạm Sương Hiệp","contact","số 180, đường Sương Hạ, phường 9, quận Tân Bình, thành phố Hồ Chí Minh","số 180, đường Sương Hạ","phường 9, quận Tân Bình","Hồ Chí Minh","700000","84","","Chủ shop","0943684185","phamsuonghiep@gmail.com","Anh","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Nguyễn Hậu Trân Quốc","contact","số 60, xóm Thắng Quảng, thôn 9, xã Long Thới, huyện Nhà Bè, thành phố Hồ Chí Minh","số 60, xóm Thắng Quảng","thôn 9, xã Long Thới, huyện Nhà Bè","Hồ Chí Minh","700000","84","","Chủ shop","0945474418","nguyenhautranquoc@gmail.com","Anh","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Nguyễn Lâm Thanh","contact","số 187, đường Nguyễn Tấn Thạch, phường Phước Bình, quận Quận 9, thành phố Hồ Chí Minh","số 187, đường Nguyễn Tấn Thạch","phường Phước Bình, quận Quận 9","Hồ Chí Minh","700000","84","","Chủ shop","0925501770","nguyenlamthanh@gmail.com","Chị","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Nguyễn Hiếu Kim","contact","số 522, hẻm 97, đường Hoàng Mi Thắng, phường 12, quận Tân Bình, thành phố Hồ Chí Minh","số 522, hẻm 97","đường Hoàng Mi Thắng, phường 12, quận Tân Bình","Hồ Chí Minh","700000","84","","Chủ shop","0908154487","nguyenhieukim@gmail.com","Anh","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Nguyễn Đức Giang","contact","số 64, xóm Bảo Văn, thôn 7, xã Tân Xuân, huyện Hóc Môn, thành phố Hồ Chí Minh","số 64, xóm Bảo Văn","thôn 7, xã Tân Xuân, huyện Hóc Môn","Hồ Chí Minh","700000","84","","Chủ shop","0996061717","nguyenducgiang@gmail.com","Chị","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Trần Hợp Tiểu","contact","số 434, hẻm 62, đường Giả Ðiệp Lập, phường Phú Thạnh, quận Tân Phú, thành phố Hồ Chí Minh","số 434, hẻm 62","đường Giả Ðiệp Lập, phường Phú Thạnh, quận Tân Phú","Hồ Chí Minh","700000","84","","Chủ shop","0998734410","tranhoptieu@gmail.com","Anh","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Phạm Hoài","contact","số 162, xóm 3, thôn 4, xã Quy Đức, huyện Bình Chánh, thành phố Hồ Chí Minh","số 162, xóm 3","thôn 4, xã Quy Đức, huyện Bình Chánh","Hồ Chí Minh","700000","84","","Chủ shop","0995486379","phamhoai@gmail.com","Chị","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Lê Danh Kha Tuyết","contact","số 626, xóm 5, thôn 2, xã Dục Tú, huyện Đông Anh, thành phố Hà Nội","số 626, xóm 5","thôn 2, xã Dục Tú, huyện Đông Anh","Hà Nội","100000","84","","Chủ shop","0898209448","ledanhkhatuyet@gmail.com","Anh","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Phạm Thông Hoa","contact","số 647, xóm 6, thôn 5, xã Hòa Châu, huyện Hòa Vang, thành phố Đà Nẵng","số 647, xóm 6","thôn 5, xã Hòa Châu, huyện Hòa Vang","Đà Nẵng","550000","84","","Chủ shop","0935938404","phamthonghoa@gmail.com","Anh","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Nguyễn Duy Liễu Tiến","contact","số 744, xóm 4, thôn 7, xã Đồng Thái, huyện An Dương, thành phố Hải Phòng","số 744, xóm 4","thôn 7, xã Đồng Thái, huyện An Dương","Hải Phòng","180000","84","","Chủ shop","0887174934","nguyenduylieutien@gmail.com","Chị","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Nguyễn Hằng Tấn","contact","số 534, xóm 2, thôn Phượng An, xã Bình Chánh, huyện Bình Chánh, thành phố Hồ Chí Minh","số 534, xóm 2","thôn Phượng An, xã Bình Chánh, huyện Bình Chánh","Hồ Chí Minh","700000","84","","Chủ shop","0974685344","nguyenhangtan@gmail.com","Chị","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Nguyễn Trinh Nhiên Ðức","contact","số 250, đường Khải Cảnh, phường An Lạc, quận Bình Tân, thành phố Hồ Chí Minh","số 250, đường Khải Cảnh","phường An Lạc, quận Bình Tân","Hồ Chí Minh","700000","84","","Chủ shop","0879627166","nguyentrinhnhienðuc@gmail.com","Anh","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Nguyễn Lai Tuyết","contact","số 850, đường Nguyễn Ngân Ðạt, phường An Khánh, quận Ninh Kiều, thành phố Cần Thơ","số 850, đường Nguyễn Ngân Ðạt","phường An Khánh, quận Ninh Kiều","Cần Thơ","900000","84","","Chủ shop","0911623877","nguyenlaituyet@gmail.com","Chị","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Võ Ánh Giáng","contact","số 52, xóm 7, thôn Hiển Ðức, xã Thạnh An, huyện Cần Giờ, thành phố Hồ Chí Minh","số 52, xóm 7","thôn Hiển Ðức, xã Thạnh An, huyện Cần Giờ","Hồ Chí Minh","700000","84","","Chủ shop","0940158799","voanhgiang@gmail.com","Anh","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Vũ Hưng","contact","số 286, đường Nguyễn Đan Đăng, phường Hòa Phát, quận Cẩm Lệ, thành phố Đà Nẵng","số 286, đường Nguyễn Đan Đăng","phường Hòa Phát, quận Cẩm Lệ","Đà Nẵng","550000","84","","Chủ shop","0938397253","vuhung@gmail.com","Anh","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Nguyễn Trường Thanh Khúc","contact","số 621, xóm 10, thôn 5, xã Cao Minh, huyện Vĩnh Bảo, thành phố Hải Phòng","số 621, xóm 10","thôn 5, xã Cao Minh, huyện Vĩnh Bảo","Hải Phòng","180000","84","","Chủ shop","0959934147","nguyentruongthanhkhuc@gmail.com","Chị","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Trần Tịnh","contact","số 535, xóm 10, thôn 1, xã Ngũ Hiệp, huyện Thanh Trì, thành phố Hà Nội","số 535, xóm 10","thôn 1, xã Ngũ Hiệp, huyện Thanh Trì","Hà Nội","100000","84","","Chủ shop","0939844730","trantinh@gmail.com","Anh","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Nguyễn Liễu Ðài","contact","số 351, xóm Sa Hoàn, thôn Trác Viễn, xã Cẩm Lĩnh, huyện Ba Vì, thành phố Hà Nội","số 351, xóm Sa Hoàn","thôn Trác Viễn, xã Cẩm Lĩnh, huyện Ba Vì","Hà Nội","100000","84","","Chủ shop","0918034136","nguyenlieuðai@gmail.com","Chị","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Trần Hường Huyền Bách","contact","số 663, đường Tiến Quyết, phường Thạnh Mỹ Lợi, quận Quận 2, thành phố Hồ Chí Minh","số 663, đường Tiến Quyết","phường Thạnh Mỹ Lợi, quận Quận 2","Hồ Chí Minh","700000","84","","Chủ shop","0973402300","tranhuonghuyenbach@gmail.com","Anh","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Trần Thạch Kiết","contact","số 606, đường Lê Ninh Minh, phường 15, quận Gò Vấp, thành phố Hồ Chí Minh","số 606, đường Lê Ninh Minh","phường 15, quận Gò Vấp","Hồ Chí Minh","700000","84","","Chủ shop","0942035901","tranthachkiet@gmail.com","Chị","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Phan Bình Nhất Công","contact","số 505, đường Nguyễn Phúc Bảo, phường Hiệp Phú, quận Quận 9, thành phố Hồ Chí Minh","số 505, đường Nguyễn Phúc Bảo","phường Hiệp Phú, quận Quận 9","Hồ Chí Minh","700000","84","","Chủ shop","0994780787","phanbinhnhatcong@gmail.com","Chị","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Nguyễn Thi Thư","contact","số 263, xóm 7, thôn 2, xã Đại Bản, huyện An Dương, thành phố Hải Phòng","số 263, xóm 7","thôn 2, xã Đại Bản, huyện An Dương","Hải Phòng","180000","84","","Chủ shop","0995058496","nguyenthithu@gmail.com","Anh","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Trần Nhân","contact","số 532, xóm Thơ Duy, thôn Huyền Cẩm, xã Khánh Thượng, huyện Ba Vì, thành phố Hà Nội","số 532, xóm Thơ Duy","thôn Huyền Cẩm, xã Khánh Thượng, huyện Ba Vì","Hà Nội","100000","84","","Chủ shop","0972175402","trannhan@gmail.com","Anh","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
